Species,Metabolite,E1_shap_stable,E2_spearman,E3_kegg,E4_glasso,E5_mofa,E6_mediation,E7_within_stage,Evidence_score,Confidence
Prevotella sp002251295,C00440_5-Methyltetrahydrofolate,False,False,False,False,False,False,False,0,Insufficient (0)
Cellulosilyticum pullistercoris,C01118_o-Succinylhomoserine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-177 sp003514385,C02614_Citramalate,False,False,False,False,False,False,False,0,Insufficient (0)
Butyricicoccus avistercoris,C04137_Octopine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900557405,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
Fusobacterium sp000235465,C00642_p-Hydroxyphenylacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Acutalibacter sp910580045,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Eubacterium_R sp002493595,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
Bifidobacterium adolescentis,C01118_o-Succinylhomoserine,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia sp004211955,C02630_2-Hydroxyglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp003525905,C01744_3-(4-Hydroxyphenyl)propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella sp900556915,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
Agathobacter rectalis,C11118_1-Methyl-2-pyrrolidinone,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium butyricum,C00440_5-Methyltetrahydrofolate,False,False,False,False,False,False,False,0,Insufficient (0)
Egerieicola pullicola,N-Acetylvaline,False,False,False,False,False,False,False,0,Insufficient (0)
ER4 sp900552015,C00588_Phosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Brachyspira aalborgi,N-Acetylvaline,False,False,False,False,False,False,False,0,Insufficient (0)
Cellulosilyticum ruminicola,C11118_1-Methyl-2-pyrrolidinone,False,False,False,False,False,False,False,0,Insufficient (0)
Veillonella atypica,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella copri,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Pseudoscardovia suis,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
Eubacterium_G ventriosum,C00588_Phosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-488 sp000434915,C01744_3-(4-Hydroxyphenyl)propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella porci,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium_P perfringens,C02230_3-Methylguanine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp002451555,C02614_Citramalate,False,False,False,False,False,False,False,0,Insufficient (0)
Dielma fastidiosa,C01118_o-Succinylhomoserine,False,False,False,False,False,False,False,0,Insufficient (0)
Aveggerthella stercoripullorum,C03761_3-Hydroxy-3-methylglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Johnsonella sp905373785,C04137_Octopine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA11540 sp003445125,C03570_Mannosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Collinsella sp900555555,C03761_3-Hydroxy-3-methylglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Erysipelatoclostridium ramosum,C00093_Glycerophosphate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1829 sp900548385,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
Romboutsia_D lituseburensis,C04137_Octopine,False,False,False,False,False,False,False,0,Insufficient (0)
Marinifilum sp013141825,C01118_o-Succinylhomoserine,False,False,False,False,False,False,False,0,Insufficient (0)
Merdimorpha sp003150615,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp002251295,C02155_Gly-Leu,False,False,False,False,False,False,False,0,Insufficient (0)
GCA-900066495 sp902362365,C03795_N6-Methyl-2'-deoxyadenosine,False,False,False,False,False,False,False,0,Insufficient (0)
DULI01 sp012840445,C00255_Riboflavin,False,False,False,False,False,False,False,0,Insufficient (0)
Veillonella atypica,C00711_Malate,False,False,False,False,False,False,False,0,Insufficient (0)
Aphodousia sp900553105,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
Pyramidobacter sp002007215,C01744_3-(4-Hydroxyphenyl)propionate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-177 sp003514385,C02155_Gly-Leu,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1685 sp900546845,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-488 sp900539465,N-Acetylvaline,False,False,False,False,False,False,False,0,Insufficient (0)
Avispirillum faecium,C00299_Uridine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-793 sp013333035,C00711_Malate,False,False,False,False,False,False,False,0,Insufficient (0)
Lactobacillus amylolyticus,C02918_1-Methylnicotinamide,False,False,False,False,False,False,False,0,Insufficient (0)
W3P20-009 sp015061285,C02155_Gly-Leu,True,False,False,False,False,False,False,1,Low-Medium (1)
Dialister sp900543455,N-Acetylvaline,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacillus intestinalis,C03795_N6-Methyl-2'-deoxyadenosine,False,False,False,False,False,False,False,0,Insufficient (0)
Enterocloster sp001517625,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA1829 sp900549045,C02710_N-Acetylleucine,False,False,False,False,False,False,False,0,Insufficient (0)
Phocaeicola plebeius_A,N-Acetylvaline,False,False,False,False,False,False,False,0,Insufficient (0)
Acetatifactor sp003447295,C00588_Phosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-83 sp002438575,C01744_3-(4-Hydroxyphenyl)propionate,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella sp900556915,C02614_Citramalate,False,False,False,False,False,False,False,0,Insufficient (0)
Carnobacterium maltaromaticum,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp003537285,C01047_N-gamma-Ethylglutamine,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminococcus_C sp000980705,C02614_Citramalate,False,False,False,False,False,False,False,0,Insufficient (0)
Bifidobacterium ruminantium,C06524_Nornicotine,False,False,False,False,False,False,False,0,Insufficient (0)
Caccenecus sp017888105,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella multisaccharivorax,C03570_Mannosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Collinsella sp900555555,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacterium sp900539945,C05341_beta-Ala-Lys,False,False,False,False,False,False,False,0,Insufficient (0)
Anaerostipes caccae,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp000434975,C00711_Malate,False,False,False,False,False,False,False,0,Insufficient (0)
Anaerostipes hadrus,C05341_beta-Ala-Lys,False,False,False,False,False,False,False,0,Insufficient (0)
Klebsiella ornithinolytica,C00440_5-Methyltetrahydrofolate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900543975,C05341_beta-Ala-Lys,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia ruysiae,C00093_Glycerophosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia sp002965065,C00093_Glycerophosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Finegoldia sp900766215,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
Tannerella forsythia_A,C00588_Phosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Bulleidia intestinalis,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminococcus_C sp000980705,C11118_1-Methyl-2-pyrrolidinone,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella stercorea,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900290275,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Cryptobacterium curtum,C11118_1-Methyl-2-pyrrolidinone,False,False,False,False,False,False,False,0,Insufficient (0)
Streptobacillus hongkongensis,C05660_5-Methoxyindoleacetate,False,False,False,False,False,False,False,0,Insufficient (0)
PeH17 sp900542285,C03570_Mannosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Bifidobacterium bifidum,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Finegoldia sp900766215,C06524_Nornicotine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-873 sp910578035,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Turicibacter sp001543345,C01047_N-gamma-Ethylglutamine,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp003537285,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
Limimorpha sp017651645,C03570_Mannosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Roseburia intestinalis,C01047_N-gamma-Ethylglutamine,False,False,False,False,False,False,False,0,Insufficient (0)
Collinsella sp003479805,C01047_N-gamma-Ethylglutamine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-1427 sp900551155,C11118_1-Methyl-2-pyrrolidinone,False,False,False,False,False,False,False,0,Insufficient (0)
Aphodomorpha sp900549955,C00670_Glycerophosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Phocaeicola plebeius_A,C00670_Glycerophosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900556795,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
UBA5884 sp002431975,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
Actinomyces sp900323545,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-488 sp000434055,C11118_1-Methyl-2-pyrrolidinone,False,False,False,False,False,False,False,0,Insufficient (0)
Duncaniella sp910577345,C00588_Phosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA11475 sp003538975,C00642_p-Hydroxyphenylacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Campylobacter_B sp900539505,C11118_1-Methyl-2-pyrrolidinone,False,False,False,False,False,False,False,0,Insufficient (0)
Actinomyces sp900323545,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
Acetatifactor sp003447295,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Scatavimonas merdipullorum,C00670_Glycerophosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminococcus_C callidus,C11118_1-Methyl-2-pyrrolidinone,True,False,False,False,False,False,False,1,Low-Medium (1)
Onthousia sp900758495,C00642_p-Hydroxyphenylacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Megamonas funiformis,C02614_Citramalate,False,False,False,False,False,False,False,0,Insufficient (0)
SFEL01 sp016292635,C00642_p-Hydroxyphenylacetate,False,False,False,False,False,False,False,0,Insufficient (0)
Klebsiella pneumoniae,C00092_G6P,False,False,False,False,False,False,False,0,Insufficient (0)
Christensenella intestinihominis,C00255_Riboflavin,True,False,False,False,False,False,False,1,Low-Medium (1)
Lachnospira rogosae_A,C05341_beta-Ala-Lys,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-1427 sp900539675,C00253_Nicotinate,False,False,False,False,False,False,False,0,Insufficient (0)
Agathobacter rectalis,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
Alloprevotella timonensis,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Porphyromonas circumdentaria,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
Agathobacter faecis,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000436535,C02710_N-Acetylleucine,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacillus intestinalis,C01620_Threonate,False,False,False,False,False,False,False,0,Insufficient (0)
Desulfovibrio intestinigallinarum,C02155_Gly-Leu,False,False,False,False,False,False,False,0,Insufficient (0)
Fusobacterium_A ulcerans_A,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
Raoultibacter timonensis,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia fergusonii,C00429_Dihydrouracil,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-873 sp900540625,C01047_N-gamma-Ethylglutamine,False,False,False,False,False,False,False,0,Insufficient (0)
Bilophila wadsworthia,C01620_Threonate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900313215,C03570_Mannosamine,False,False,False,False,False,False,False,0,Insufficient (0)
Gemmiger qucibialis,C00329_Glucosamine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-266 sp905207485,C00093_Glycerophosphate,False,False,False,False,False,False,False,0,Insufficient (0)
CCUG-7971 sp017590215,C00093_Glycerophosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Enterobacter ludwigii,C02614_Citramalate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp002451555,C01035_gamma-Guanidinobutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Christensenella sp014287795,C02630_2-Hydroxyglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Neisseria subflava_A,C00093_Glycerophosphate,False,False,False,False,False,False,False,0,Insufficient (0)
Ventricola sp900542395,C00588_Phosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
UBA11524 sp000437595,"C11003_2,4-Dimethylaniline",False,False,False,False,False,False,False,0,Insufficient (0)
Erysipelatoclostridium ramosum,C00588_Phosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Streptococcus parauberis,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacillus intestinalis,C11284_3-Indolebutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Lachnospira sp000436475,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
Clostridium sp900540255,C02710_N-Acetylleucine,True,False,False,False,False,False,False,1,Low-Medium (1)
Gemmiger sp900540595,C02155_Gly-Leu,True,False,False,False,False,False,False,1,Low-Medium (1)
Galloscillospira_B excrementipullorum,C00642_p-Hydroxyphenylacetate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-177 sp002438685,C00086_Urea,False,False,False,False,False,False,False,0,Insufficient (0)
QAMH01 sp900544245,C02155_Gly-Leu,False,False,False,False,False,False,False,0,Insufficient (0)
Holdemanella biformis,C11284_3-Indolebutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Bacteroides stercoris,C00670_Glycerophosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Oribacterium sp900318695,C02155_Gly-Leu,False,False,False,False,False,False,False,0,Insufficient (0)
Niameybacter massiliensis,C03761_3-Hydroxy-3-methylglutarate,False,False,False,False,False,False,False,0,Insufficient (0)
Caecibacter sp003467125,C03570_Mannosamine,False,False,False,False,False,False,False,0,Insufficient (0)
HGM12669 sp900761935,C00670_Glycerophosphorylcholine,False,False,False,False,False,False,False,0,Insufficient (0)
Ruminococcus_E sp902766775,C00270_N-Acetylneuraminate,False,False,False,False,False,False,False,0,Insufficient (0)
