species,metabolite,rho,pval,qval,pathway,metabolite_name
Enterobacter ludwigii,2-Hydroxypentanoate,-0.12383714643399721,0.02103280358598773,0.032690878401959236,Other,2-Hydroxypentanoate
Pauljensenia turicensis,C01425_Glu-Glu,-0.12382257127630032,0.021048051636517934,0.0327087137468807,Other,C01425
Copromonas sp000435795,"C03283_2,4-Diaminobutyrate",0.1238234404408971,0.02104714207629747,0.0327087137468807,Other,C03283
Cryptobacteroides merdigallinarum,C06524_Nornicotine,0.12381815375061239,0.021052674999905728,0.03271252156898503,Other,C06524
Desulfovibrio sp905214305,C11527_4-Hydroxymandelate,-0.12381662472653691,0.021054275475158837,0.03271252156898503,Other,C11527
Ruminococcus_E sp902771755,C01046_N-Methylglutamate,0.12381027602146595,0.021060921983777403,0.03271509324893607,Other,C01046
CAG-177 sp003514385,C00386_Carnosine,-0.12380783475194836,0.021063478252270926,0.03271509324893607,Other,C00386
CAIFEB01 sp903789375,C01425_Glu-Glu,-0.12380864166963937,0.02106263329396078,0.03271509324893607,Other,C01425
Fusobacterium_B sp900542625,C01042_N-Acetylaspartate,0.12381304142285107,0.02105802663988765,0.03271509324893607,Other,C01042
Enterococcus_A avium,C01046_N-Methylglutamate,0.12380338302518099,0.021068140375969983,0.032719403246020025,Other,C01046
Enterobacter ludwigii,C00398_Tryptamine,-0.1237899984000655,0.021082162975610132,0.0327382482464065,Indole / Tryptophan,C00398
Lachnospira sp003451515,C02037_Gly-Gly,-0.12377013232261525,0.02110299089046258,0.03276765682060185,Other,C02037
CAG-488 sp000434055,C02679_Dodecanoate,-0.12376698756710602,0.021106289538509213,0.032769844006328715,Other,C02679
Ruminiclostridium_E sp003512525,C00245_Taurine,-0.12376450328249944,0.02110889571090098,0.03277095575175512,Other,C00245
Clostridium sp018372875,C00262_Hypoxanthine,0.12375757189356594,0.02111616865426845,0.032779311677653,Other,C00262
Tidjanibacter inops_A,C00055_CMP,0.12374873663941982,0.021125442429717124,0.032790771785714906,Nucleotide,C00055
UMGS687 sp900545735,C00346_Ethanolamine phosphate,-0.12374676772314128,0.02112750955076489,0.032791044722152156,Other,C00346
Enterococcus_C saigonensis,C05598_Phenaceturate,-0.12374471282622575,0.021129667128060275,0.03279145799018162,Other,C05598
Bifidobacterium adolescentis,C00483_Tyramine,-0.12373955173148168,0.021135086958461495,0.03279556617066292,Other,C00483
Cryptobacteroides merdigallinarum,C00931_Porphobilinogen,-0.12373858967220819,0.021136097380954406,0.03279556617066292,Other,C00931
PeH17 sp000435055,C00576_Betaine aldehyde,0.12373599426552591,0.021138823469073253,0.03279686096705074,Other,C00576
Avanaerovorax faecigallinarum,C00423_trans-Cinnamate,-0.12371889793269182,0.02115678824230652,0.032821796219140165,Other,C00423
Aminipila sp004103735,C00483_Tyramine,0.12370508676985412,0.021171310637567366,0.0328413871194545,Other,C00483
Agathobacter rectalis,C00300_Creatine,-0.12369127414135446,0.02118584322057803,0.032860990316548745,Other,C00300
UMGS902 sp900761025,C05635_5-Hydroxyindoleacetate,-0.12368626576404183,0.02119111478606385,0.03286622668939753,Other,C05635
CAG-115 sp000432175,C01046_N-Methylglutamate,-0.12367988350840871,0.02119783407515159,0.03287370726252041,Other,C01046
Veillonella parvula_A,C00314_Pyridoxine,-0.1236748292027212,0.021203156599101793,0.03287608022851251,Other,C00314
Pauljensenia georgiae,C00483_Tyramine,0.12367521713644355,0.02120274803772818,0.03287608022851251,Other,C00483
Aveggerthella excrementigallinarum,C00407_Ile,0.12366340609076115,0.021215190174762737,0.03289179712510385,Amino Acid,C00407
Acetatifactor intestinalis,C01104_Trimethylamine N-oxide,0.12365885787614653,0.021219983099382327,0.032893345281814104,Other,C01104
Streptococcus sp003686955,C00003_NAD+,0.12366044368188663,0.02121831186507201,0.032893345281814104,Other,C00003
CAG-127 sp900319515,C00042_Succinate,-0.1236378445848955,0.02124213917392349,0.03292155217154464,Other,C00042
Cetobacterium_A sp000799075,C00791_Creatinine,-0.12363439808972261,0.02124577501715382,0.03292155217154464,Other,C00791
W1P20-047 sp004555335,C00398_Tryptamine,0.12363691612214597,0.02124311859266672,0.03292155217154464,Indole / Tryptophan,C00398
Clostridium_A leptum,C00163_Propionate,0.12363525971351583,0.021244866005753576,0.03292155217154464,SCFA,C00163
QALW01 sp900547955,C00314_Pyridoxine,-0.12363203514417354,0.02124826809313716,0.032922472940018946,Other,C00314
Avispirillum faecium,C00122_Fumarate,-0.1236296763469233,0.02125075704540494,0.032923387155145284,Other,C00122
Pyramidobacter sp002007215,C00482_Sinapate,-0.12362282610902783,0.021257986702907346,0.032928234737337046,Other,C00482
Bifidobacterium bifidum,C00245_Taurine,0.12362348418834176,0.021257292081428188,0.032928234737337046,Other,C00245
Pauljensenia turicensis,C00253_Nicotinate,0.12362131333519721,0.02125958355345201,0.032928234737337046,Other,C00253
Cupidesulfovibrio vulgaris_A,C00440_5-Methyltetrahydrofolate,-0.1236163331367281,0.021264841275584593,0.03293148151783965,Other,C00440
Prevotella sp900767615,C01042_N-Acetylaspartate,0.12361572957420275,0.021265478548490757,0.03293148151783965,Other,C01042
Lachnospira eligens,C00719_Betaine,-0.12359912476218525,0.021283017274791007,0.032949812796707424,Other,C00719
SIG291 sp015057605,C05122_Taurocholate,0.12360002915189379,0.02128206169605943,0.032949812796707424,Bile Acid,C05122
CAG-485 sp910578075,C01046_N-Methylglutamate,-0.12360190648793504,0.0212800782203986,0.032949812796707424,Other,C01046
Ruminiclostridium_E siraeum,C00576_Betaine aldehyde,0.12358377362486594,0.02129924297282004,0.03296904514442941,Other,C00576
Lactobacillus amylolyticus,C00296_Quinate,0.1235843585420332,0.02129862453616047,0.03296904514442941,Other,C00296
Spyradocola merdavium,C00314_Pyridoxine,0.12355965861562315,0.021324753484906377,0.033005586138306266,Other,C00314
Mitsuokella multacida,C00055_CMP,0.12355530115338322,0.021329365932703685,0.03300683207258269,Nucleotide,C00055
Eubacterium_R sp910577195,C01042_N-Acetylaspartate,-0.12355599032453922,0.021328636375743528,0.03300683207258269,Other,C01042
Catenibacterium sp900764565,C16741_5-Hydroxylysine,-0.12355144656108505,0.02133344680518816,0.033007875479738345,Other,C16741
Prevotella sp900765465,C05584_4-Hydroxy-3-methoxymandelate,-0.12355106786441876,0.021333847769405234,0.033007875479738345,Other,C05584
RGIG8773 sp018110825,C00576_Betaine aldehyde,-0.12353322488381659,0.021352747334945202,0.03301581515610638,Other,C00576
Veillonella parvula_A,C00214_Thymidine,-0.12353636093204685,0.02134942453218182,0.03301581515610638,Other,C00214
Ruminococcus_E sp905215855,C01104_Trimethylamine N-oxide,0.12353004447162384,0.021356117601553412,0.03301581515610638,Other,C01104
Prevotella sp900551275,"C11003_2,4-Dimethylaniline",0.12353193794234354,0.02135411104471769,0.03301581515610638,Other,C11003
CAG-41 sp900066215,C05145_3-Aminoisobutyrate,-0.12353500472248358,0.021350861450236833,0.03301581515610638,Other,C05145
QAMH01 sp900544245,C08262_Isovalerate,-0.12353933226453688,0.021346276667785553,0.03301581515610638,Other,C08262
Prevotella sp900551275,C01089_3-Hydroxybutyrate,-0.12353327810373958,0.021352690941987135,0.03301581515610638,Other,C01089
Gallispira edinburgensis,C04677_AICAR,-0.12353088329952937,0.021355228655112236,0.03301581515610638,Other,C04677
Prevotella sp900556795,C05332_Phenethylamine,-0.12353448015974511,0.02135141725237155,0.03301581515610638,Other,C05332
Lactobacillus porci,C00314_Pyridoxine,-0.12350666865722018,0.021380902989699854,0.033051185452515695,Other,C00314
Sutterella sp900757865,C00407_Ile,-0.12350027198591072,0.02138768972832692,0.0330587291173872,Amino Acid,C00407
UBA737 sp902762875,C00954_Indole-3-acetate,-0.12349118600193663,0.021397332983928263,0.03306474688842674,Other,C00954
Faecivivens stercoravium,C00954_Indole-3-acetate,-0.12349132960619089,0.021397180542664287,0.03306474688842674,Other,C00954
Cetobacterium_A sp905216205,C00408_Pipecolate,0.12349289325008055,0.02139552073738685,0.03306474688842674,Other,C00408
Limimorpha sp017651645,C00493_Shikimate,-0.12348941668169677,0.021399211260528114,0.03306474688842674,Other,C00493
UBA1206 sp000433115,C00493_Shikimate,-0.12348539575940201,0.021403480326481445,0.03306562993047048,Other,C00493
UMGS902 sp003343845,C01551_Allantoin,-0.12348528588155454,0.021403596995597542,0.03306562993047048,Other,C01551
CAG-488 sp000434915,C00440_5-Methyltetrahydrofolate,-0.1234783290520353,0.021410984931646743,0.033074096288746545,Other,C00440
Faecousia sp000434635,C00311_Isocitrate,0.12346939545121989,0.021420475379653702,0.033085808653223685,Other,C00311
Duodenibacillus intestinavium,C00242_Guanine,0.12346518652988976,0.021424947914278937,0.03308976901280672,Other,C00242
Phascolarctobacterium_A sp900770955,C00270_N-Acetylneuraminate,0.12345745673124138,0.021433163954772814,0.03309950981097809,Other,C00270
Desulfovibrio sp905214305,_DCA,-0.12343995832038504,0.021451773192010287,0.03312034186713957,Other,_DCA
Lachnospira sp000437735,C00123_Leu,-0.12343938390452289,0.021452384310069062,0.03312034186713957,Amino Acid,C00123
Holdemanella sp900547815,C02614_Citramalate,-0.1234405593260808,0.021451133801322065,0.03312034186713957,Other,C02614
Streptococcus parauberis,C00711_Malate,-0.12343163815302056,0.02146062644903216,0.03313011676371824,Other,C00711
Bifidobacterium bifidum,C01879_5-Oxoproline,-0.12341243066529593,0.021481076696321988,0.03315873466531612,Other,C01879
RGIG8773 sp018110825,C00346_Ethanolamine phosphate,-0.12340757259926977,0.021486251764081657,0.03316081832701155,Other,C00346
Scatavimonas sp900540275,C00042_Succinate,0.12340779103210468,0.021486019054720047,0.03316081832701155,Other,C00042
Bacillus_T coahuilensis,C00245_Taurine,-0.12340175966555211,0.02149244542747065,0.033167424906229294,Other,C00245
Lachnospira sp000436535,C01921_Glycocholate,-0.12339919769737837,0.02149517568820533,0.03316868601656319,Other,C01921
Ruminococcus_E sp905215855,"C03283_2,4-Diaminobutyrate",0.12339406338156392,0.02150064817600365,0.03317177973028392,Other,C03283
CAG-485 sp910578075,C00388_Histamine,0.12339372670339659,0.02150100707168824,0.03317177973028392,Other,C00388
Mitsuokella multacida,C00581_Guanidinoacetate,-0.12339078706036873,0.021504140923484454,0.033173662721894606,Other,C00581
Prevotella pectinovora,C01118_o-Succinylhomoserine,-0.1233736412500155,0.021522427370100874,0.033198918660392256,Other,C01118
Megasphaera cerevisiae,C01585_Hexanoate,-0.12336889207370745,0.021527494871779792,0.03320378134391229,Other,C01585
Enorma burkinafasonensis,C05122_Taurocholate,0.12336394377486219,0.0215327759428657,0.03320897254024244,Bile Acid,C05122
Neisseria flavescens_C,C00489_Glutarate,0.12335379594106263,0.021543609729826673,0.03321156715021141,Other,C00489
Fimivicinus sp900544715,C00079_Phe,0.12335408314899371,0.021543303042825975,0.03321156715021141,Other,C00079
Ruminococcus_E sp902766775,C01004_Trigonelline,0.12335339677431197,0.021544035975223655,0.03321156715021141,Other,C01004
Phascolarctobacterium faecium,C00383_Malonate,-0.12335975965274196,0.021537242322690307,0.03321156715021141,Other,C00383
Faecalibacterium prausnitzii_D,C00576_Betaine aldehyde,0.12335659149889984,0.021540624731995812,0.03321156715021141,Other,C00576
Anaeroglobus vaginalis,C05598_Phenaceturate,-0.12335008629542221,0.021547571311872665,0.033214063958503584,Other,C05598
UMGS1590 sp900552455,C03264_2-Hydroxy-4-methylpentanoate,0.12334731731267627,0.021550528758521814,0.03321566962532236,Other,C03264
Sutterella wadsworthensis_A,C00152_Asn,-0.12334030602438098,0.021558018826084845,0.03322010716315653,Other,C00152
Prevotella sp900551985,C05145_3-Aminoisobutyrate,-0.1233359694261729,0.02156265268657443,0.03322010716315653,Other,C05145
Fusobacterium_B sp900542625,C11118_1-Methyl-2-pyrrolidinone,0.12333900091652097,0.02155941330481476,0.03322010716315653,Other,C11118
Faecivivens stercoravium,C00931_Porphobilinogen,-0.1233405159926609,0.021557794486947165,0.03322010716315653,Other,C00931
Ruminiclostridium_E siraeum,C00449_Saccharopine,0.12333565565066872,0.021562988004046806,0.03322010716315653,Other,C00449
SFEL01 sp016292635,C02378_6-Aminohexanoate,-0.12332852473839256,0.0215706097011765,0.03322889657920908,Other,C02378
Phascolarctobacterium_A sp900770955,C00642_p-Hydroxyphenylacetate,0.12332486879369048,0.021574518171565395,0.03323196482396951,Other,C00642
Streptococcus macacae,C00178_Thymine,-0.12331607236982678,0.02158392470282583,0.03324350062162159,Other,C00178
Akkermansia muciniphila_B,C02630_2-Hydroxyglutarate,0.12330085034401496,0.021600210904955404,0.033265150318765264,Other,C02630
Marinifilum sp013141825,2-Hydroxypentanoate,-0.1232993484246097,0.021601818401140737,0.033265150318765264,Other,2-Hydroxypentanoate
Escherichia coli_E,C00055_CMP,-0.1232873348453325,0.021614680201911082,0.03328200047431033,Nucleotide,C00055
CAG-488 sp003486665,C01744_3-(4-Hydroxyphenyl)propionate,0.12328406243592872,0.02161818481051179,0.0332844408351526,Other,C01744
Prevotella sp002440225,"C04259_N-alpha,N-alpha-Dimethylhistidine",-0.12327286129525046,0.02163018447479223,0.03329752804814169,Other,C04259
Anaerovibrio sp900768695,C05635_5-Hydroxyindoleacetate,-0.12327254265021031,0.021630525920303373,0.03329752804814169,Other,C05635
UBA5905 sp900763035,C00346_Ethanolamine phosphate,-0.12326626523183135,0.021637253468473023,0.03330492725820182,Other,C00346
Avichristensenella intestinipullorum,C05332_Phenethylamine,0.12326292404700219,0.021640834976373355,0.03330748307326775,Other,C05332
Barb7 sp001657575,2-Hydroxypentanoate,0.12324592763435811,0.02165906185398699,0.03333257717241491,Other,2-Hydroxypentanoate
Sutterella sp900754475,C01046_N-Methylglutamate,0.12323715210118899,0.02166847790375003,0.0333411492629764,Other,C01046
Alistipes_A ihumii,C04137_Octopine,0.12323728280699665,0.021668337631846366,0.0333411492629764,Other,C04137
Prevotella sp900548535,C01035_gamma-Guanidinobutyrate,-0.12322002782474066,0.021686862278431734,0.03336647601237461,Other,C01035
Scatomorpha stercorigallinarum,C11118_1-Methyl-2-pyrrolidinone,0.12321665005676175,0.021690490196789466,0.033369096631050206,Other,C11118
Erysipelatoclostridium ramosum,C05598_Phenaceturate,0.12320978421369184,0.021697866130797425,0.03337748229755707,Other,C05598
Catenibacterium sp900540685,C00576_Betaine aldehyde,0.123188143563528,0.021721128775603147,0.033410302582630176,Other,C00576
46-32 sp003243445,C00024_Acetyl CoA,0.12317432006944408,0.021735999667620753,0.03343021043530636,Other,C00024
SFEL01 sp016292635,C09815_Benzamide,-0.12316746495866301,0.021743377457767107,0.0334385913041304,Other,C09815
Cetobacterium_A sp000799075,C00364_dTMP,0.12316327558568427,0.02174788732469012,0.033440765234922336,Other,C00364
CAG-83 sp000435555,C00003_NAD+,0.12316256851887805,0.021748648563212843,0.033440765234922336,Other,C00003
Faecivivens stercoripullorum,C00398_Tryptamine,0.12315225131165966,0.02175975884693125,0.03345191513460667,Indole / Tryptophan,C00398
UBA10281 sp900554485,C00785_Urocanate,-0.12315396784202981,0.02175791002709427,0.03345191513460667,Other,C00785
HGM11417 sp900761895,C00475_Cytidine,-0.12314998441900203,0.021762200652935423,0.03345270280349272,Other,C00475
Lachnospira eligens,C00311_Isocitrate,0.12313996565985914,0.02177299530285715,0.03346632912774267,Other,C00311
CAG-177 sp003538135,C00242_Guanine,0.12313116344223106,0.021782483026046923,0.0334779443937241,Other,C00242
UBA3839 sp002393575,C00576_Betaine aldehyde,-0.12312467042846036,0.021789484003178625,0.033485736008430335,Other,C00576
Ruminococcus_E sp902766775,C00123_Leu,-0.12311943426930569,0.021795131219080555,0.03348847794012926,Amino Acid,C00123
UBA7173 sp900545955,C05135_4-(beta-Acetylaminoethyl)imidazole,0.12311947847042698,0.021795083542710335,0.03348847794012926,Other,C05135
DULI01 sp012840445,C01046_N-Methylglutamate,-0.12310632877586393,0.021809271098817078,0.0335064265742145,Other,C01046
CAG-1427 sp900554685,C05123_Isethionate,-0.123105025456657,0.021810677720416706,0.0335064265742145,Other,C05123
UBA7173 sp900545955,C00388_Histamine,0.12309560484953531,0.021820847352018478,0.03351788957756342,Other,C00388
Streptococcus sp001937065,C00803_Valerate,0.12309274160832283,0.021823939061086255,0.03351788957756342,Other,C00803
Dielma fastidiosa,C00711_Malate,0.12309316358194589,0.02182348339289381,0.03351788957756342,Other,C00711
CAG-103 sp900543625,C00311_Isocitrate,0.12308439053812566,0.021832958659758823,0.03352283362051882,Other,C00311
Fusobacterium_A ulcerans_A,C05332_Phenethylamine,0.12308672132339799,0.021830440963210393,0.03352283362051882,Other,C05332
Desulfovibrio sp905214305,C02714_N-Acetylputrescine,0.12308554373343887,0.02183171295549897,0.03352283362051882,Other,C02714
CAG-103 sp000432375,C01744_3-(4-Hydroxyphenyl)propionate,-0.12308086225567572,0.02183677036231272,0.03352571721790294,Other,C01744
Prevotella stercorea,C00003_NAD+,0.1230748264581344,0.021843292340584,0.03353276098822785,Other,C00003
Scatomorpha intestinavium,C01586_Hippurate,-0.12306902699209735,0.021849560540702577,0.03353763614368366,Other,C01586
CAG-302 sp001916775,3-Indoxyl sulfate,0.12306830896474248,0.021850336710061747,0.03353763614368366,Other,3-Indoxyl sulfate
Enterococcus_D gallinarum,C00483_Tyramine,-0.12306403848358122,0.02185495348542798,0.03353878416802534,Other,C00483
SIG291 sp015057605,"C03283_2,4-Diaminobutyrate",-0.12306463496212901,0.02185430858753756,0.03353878416802534,Other,C03283
UBA1206 sp000433115,C02230_3-Methylguanine,-0.12305381598610107,0.021866008360315138,0.03354980999567645,Other,C02230
Christensenella sp014287795,C00493_Shikimate,-0.12305400823892143,0.02186580040842051,0.03354980999567645,Other,C00493
Holdemania sp904395815,C00670_Glycerophosphorylcholine,-0.12304042991701938,0.02188049172902965,0.033569061640378386,Other,C00670
